"doctor","num_visit"
"Angel Clark","1"
"Mr. Brandon Phillips","1"
"Alex Wells","1"
"Hannah Harris","1"
"Brent Smith","1"
"Julie Contreras","1"
"Lindsay Thompson","1"
"Dana Roth","1"
"Alec Turner","1"
"Jenna Good","1"
"Douglas Reyes","1"
"Christina Davila","1"
"Matthew Kane","1"
"Wanda Oneill","1"
"Tiffany Burke","1"
"Kendra Wilson","1"
"Joshua Schwartz","1"
"Jake Ferguson","1"
"Tammie Dalton","1"
"Christina Kaiser","1"
"Katherine Watts","1"
"Sharon Calhoun DDS","1"
"Carol Wallace","1"
"Joseph Wilson","1"
"Jose Becker","1"
"Ricardo Bush","1"
"Ryan Valencia","1"
"Debra Bradley","1"
"Virginia Foster","1"
"Rachel Cherry","1"
"Jackie Robles","1"
"Juan Yates","1"
"Kirk Lee","1"
"Jason Rollins","1"
"Terrance Perez","1"
"Amber King","1"
"Jerry Blair","1"
"Christopher Reid","1"
"Sonya Mcgee","1"
"David Boyd","1"
"Robyn Villarreal","1"
"Christina Brennan","1"
"Robert Guerra","1"
"Elizabeth Poole","1"
"Mario Novak","1"
"Angela Fleming","1"
"Frederick Marquez","1"
"Rickey Graham","1"
"Collin Smith","1"
"Julia Cochran","1"
"Rhonda Perez","1"
"Valerie Christensen","1"
"Steven Alvarado","1"
"Wendy Brady","1"
"Nicole Bell","1"
"Raymond Miller","1"
"Sonya Bernard","1"
"Joy Ford","1"
"Caroline Roberson","1"
"Monica Flynn","1"
"Daniel Simmons","1"
"Hannah Turner","1"
"Tracy Beck","1"
"Elizabeth Boone","1"
"Kevin Rasmussen","1"
"Barbara Gomez","1"
"Kimberly Ritter","1"
"Anthony Walters","1"
"Kevin Rodriguez","1"
"Jeremiah Smith","1"
"Dwayne Roach","1"
"Jordan Wolfe","1"
"Lisa Peterson","1"
"Carolyn Gray","1"
"Timothy Casey","1"
"Wyatt Garza","1"
"Erica Spencer","1"
"Nicole Clayton","1"
"Bill Sampson","1"
"Jacqueline Ramsey","1"
"Timothy Bennett","1"
"Amanda Crosby","1"
"Devin Lopez","1"
"Stephen Vang","1"
"Sean Jackson","1"
"Samantha Herman","1"
"Dale Stewart","1"
"Samantha Mann","1"
"Cory Baxter","1"
"William Stewart","1"
"Amanda Carpenter","1"
"Latoya Jones","1"
"Mathew Frank","1"
"Sydney Thomas","1"
"Gary Flynn","1"
"Stephanie Dillon","1"
"Robin Yates DDS","1"
"Hannah Hamilton","1"
"Shannon Wheeler","1"
"Lisa Manning","1"
"Madeline Graham","1"
"Christine Graham","1"
"Jason Leon","1"
"Vanessa Schultz","1"
"Jose Bryant","1"
"Marissa Santana","1"
"Krista Price","1"
"Joseph Cline","1"
"Sheila Flowers","1"
"Sabrina Allen","1"
"Donna Cox","1"
"Jennifer Williams DVM","1"
"Elizabeth Turner","1"
"Russell Doyle","1"
"Kenneth Leach","1"
"Rhonda Mcbride","1"
"Calvin George","1"
"Ian Davidson","1"
"Vanessa Nunez","1"
"Jeffrey Carr","1"
"Cheryl Espinoza","1"
"Emily Leach","1"
"Wayne Tucker","1"
"Russell Nelson","1"
"Patrick Daniels","1"
"Kim Mitchell","1"
"Jean Hogan","1"
"Karina Howard","1"
"Rebecca Reyes","1"
"Jeremiah Moore","1"
"Alexander Ruiz","1"
"Allen Willis","1"
"Wendy King","1"
"Katherine Torres","1"
"Misty Briggs","1"
"Frederick Obrien","1"
"Shane Herring","1"
"Jennifer Patterson","1"
"Brandon Nguyen","1"
"Shawn Mendoza","1"
"Dr. Thomas Garcia","1"
"Ariana Jones","1"
"Joseph Rice","1"
"Michael Short","1"
"Kayla Aguilar","1"
"Linda Charles","1"
"Rachel Andersen","1"
"Brooke Martinez","1"
"Theodore Singleton","1"
"Nathan Murphy","1"
"Austin Carey DVM","1"
"Raymond Carter","1"
"Drew Cooke","1"
"Mary Clarke","1"
"Kayla Turner","1"
"Anthony Cole","1"
"Jody Chase DVM","1"
"Kim Green","1"
"Nathan Alexander","1"
"Sheila Galloway","1"
"Amber Garcia","1"
"Sherry Howard","1"
"Rebecca Stephens","1"
"Timothy Hanna","1"
"Brent Collins","1"
"Ryan Santiago","1"
"Victoria Burns","1"
"Lauren Buchanan","1"
"Krista Bowen","1"
"Samantha Leonard","1"
"Janice Diaz","1"
"Wanda Thompson","1"
"Lisa Joseph","1"
"Patrick Frederick","1"
"Kevin Wade","1"
"Dana Jackson","1"
"Laura Myers","1"
"Jeffrey Mills","1"
"Pamela Jacobson","1"
"Ashley Baker","1"
"Marissa Kim","1"
"Emily Ochoa","1"
"Jaclyn Coleman","1"
"Alison Harris","1"
"Kelli White","1"
"Melody Jones","1"
"Erica Lawson","1"
"Melvin Reeves","1"
"Chris Pennington","1"
"Jacob Jones Jr.","1"
"Joel Bennett","1"
"Bobby Neal","1"
"Mrs. Katie Vasquez","1"
"Carly Higgins","1"
"Frank Spence","1"
"Anthony Fowler","1"
"Lori Miller","1"
"Curtis Watson","1"
"Nancy Lopez","1"
"Susan Santiago","1"
"Samantha Torres","1"
"Courtney Crane","1"
"Martin Contreras","1"
"Brittney Lee","1"
"Steve Anderson","1"
"Karla Pugh","1"
"Jeffrey Stanton","1"
"Alexander Wiley","1"
"Keith Barry","1"
"Samantha Schneider","1"
"Ryan Robertson","1"
"Mr. John Miles DVM","1"
"Anthony Friedman","1"
"Sarah Hughes","1"
"Christina Humphrey","1"
"Mason Larson","1"
"Austin Fisher","1"
"Gregory Kelley","1"
"Megan Foster","1"
"Stephen Berry","1"
"Gregory Cameron","1"
"Julie Williamson","1"
"Pamela Fritz","1"
"Kimberly Stevenson","1"
"Sierra Thompson","1"
"Joe Reynolds","1"
"Dr. Seth Miller","1"
"Judy Santiago","1"
"Kimberly Mcclure","1"
"Joshua Mclean","1"
"Julie Herring","1"
"Leslie Lyons","1"
"Edwin Andrews","1"
"Mary Duffy","1"
"Andrew Whitehead","1"
"Tiffany Castro","1"
"Joseph Sanchez","1"
"Mr. Carlos Young","1"
"Aaron Paul","1"
"Kelli Mcknight","1"
"Savannah Allen","1"
"Juan Lam","1"
"Matthew Fuentes","1"
"Morgan Alvarez","1"
"Brittney Morris","1"
"Dorothy Simmons","1"
"Joshua Edwards","1"
"Megan Contreras","1"
"Abigail Johnson","1"
"Katherine Hurley","1"
"Emily Boyd","1"
"Michael Brennan Jr.","1"
"Benjamin Cook","1"
"Bernard Garcia","1"
"Candace Reyes","1"
"Amy Conner","1"
"Christopher Oconnor","1"
"Jeffrey Mason","1"
"Kristen Payne","1"
"Jessica Rocha","1"
"Robert Rios","1"
"Darren Silva","1"
"Drew Wilson","1"
"Christopher Marks","1"
"Cynthia Mcdowell","1"
"Rebecca Ryan MD","1"
"Gina Wilson","1"
"Ryan Villarreal","1"
"Carol Molina","1"
"Emily Roberson","1"
"Cindy Gibson","1"
"Sarah Fry","1"
"Shelby Reyes","1"
"Carrie Smith","1"
"Jared Moore","1"
"Lisa Mcpherson","1"
"Roberta Garcia","1"
"Alicia Cooley","1"
"Christina Zuniga","1"
"Samantha Bradford","1"
"Joe Santiago","1"
"Amy Young","1"
"Tina Cruz","1"
"Peter Cruz","1"
"Jessica Fischer","1"
"Corey Vincent","1"
"James Garrett MD","1"
"Mr. John Gonzales","1"
"Kayla Fleming","1"
"Shane Jenkins","1"
"Pamela Mccarthy","1"
"Lisa Sanford","1"
"Kimberly Vaughn","1"
"Stephen Rios","1"
"Collin Chen","1"
"Denise Jones","1"
"Alyssa Bishop","1"
"Leonard Bryant","1"
"Jesus Moore","1"
"Sandra Hill","1"
"Susan Rose","1"
"Laura Decker","1"
"John Gill","1"
"Donna Wise","1"
"Lori Paul","1"
"Jacob Mitchell","1"
"Ian Murray","1"
"Melissa Rice","1"
"Jessica Shields","1"
"Douglas Norton","1"
"Kevin Dean","1"
"Tiffany Wright","1"
"Austin Ray Jr.","1"
"Tracy Horne","1"
"Brittany Murray","1"
"Lisa Watson","1"
"Zachary Bennett","1"
"Amanda Zimmerman","1"
"Kara Stevens","1"
"Breanna Brown","1"
"Leroy Steele","1"
"Alexa Burnett","1"
"Julie Reynolds","1"
"Rachel Price","1"
"Robin Michael","1"
"Kelli Gomez","1"
"Tony Turner","1"
"Alyssa Boyd","1"
"Lisa Kramer","1"
"Miranda Winters","1"
"Bradley Henderson","1"
"Mr. Jerry Anderson","1"
"April Guzman","1"
"Caroline Henderson","1"
"Christopher Castaneda","1"
"Tiffany Acosta","1"
"Jeanette Sanchez","1"
"Samuel Hughes","1"
"Katelyn Thompson","1"
"Adam West","1"
"Caroline Moore","1"
"Douglas Lewis MD","1"
"Sandra Rodriguez","1"
"Jeffrey Frazier","1"
"Samantha Webb","1"
"Ryan Stephens","1"
"Jonathan Levy","1"
"Zachary Johnson","1"
"Dr. Kristin Smith","1"
"Alison Hampton","1"
"Briana Reeves","1"
"Stephanie Cole","1"
"Henry Guzman","1"
"Ricky Holmes","1"
"Tina Oneill","1"
"Roger Serrano","1"
"Jason Hernandez","1"
"Caitlin Weeks","1"
"Paula Martinez","1"
"Tyler Bell","1"
"Kenneth Ponce","1"
"Shane Gordon","1"
"William Mcgee","1"
"Stephen May","1"
"Mrs. Leah Ramos DVM","1"
"Stephen Manning","1"
"Cameron Silva","1"
"Marcia Diaz","1"
"Rachel Donovan","1"
"Steven Simon","1"
"Mrs. Kathy Johnson","1"
"Spencer Rivera","1"
"Jamie Saunders","1"
"Brianna Harrell","1"
"Dr. Jasmine Mora","1"
"Eric Massey","1"
"Lucas Hardy","1"
"Roy Wall","1"
"Savannah Hart","1"
"Diane Guzman","1"
"Catherine Allen","1"
"Lance Ali","1"
"Courtney Arnold","1"
"Bridget Jones","1"
"Larry Castillo","1"
"Rebecca Chan","1"
"Christine Lee","1"
"Dr. Chelsea Potts MD","1"
"Gary Mendez","1"
"Terri Pratt","1"
"Joshua Gilmore","1"
"Leslie Guerra","1"
"Scott Kelly","1"
"Leslie Valdez","1"
"Debra Mcdaniel","1"
"Linda Kramer","1"
"Veronica Harris","1"
"John Ward","1"
"Donna Fernandez","1"
"Tyler Adams DDS","1"
"Rachel Hayden","1"
"Melinda Christian","1"
"Robert Lynch","1"
"Jenny Gilbert","1"
"Juan Cherry","1"
"Heather Mitchell","1"
"Veronica Cochran","1"
"Larry Mendez","1"
"Lisa Ayers","1"
"Brett Zhang","1"
"James Jimenez","1"
"Howard Terry","1"
"Sandra Taylor","1"
"Angela Singleton","1"
"Dalton Smith","1"
"Lisa Little","1"
"John Wood","1"
"Amy Luna","1"
"Nicole Edwards","1"
"Suzanne Allen","1"
"Karen Madden","1"
"Molly Jones","1"
"Angelica Marks","1"
"Natasha Norris","1"
"Lisa Graves","1"
"Timothy Buck","1"
"Christy Wong","1"
"Adam Higgins","1"
"Sharon Leonard","1"
"Linda Alvarez","1"
"Megan Acevedo","1"
"Alexander Horton","1"
"Joshua Booker","1"
"Virginia Marsh","1"
"Erika Contreras","1"
"Felicia Hunter","1"
"Dr. Rachel Obrien","1"
"Patricia Morrison","1"
"Brian Simpson","1"
"Alex Shelton","1"
"David Parks","1"
"Jordan Simpson","1"
"Ruben Weiss","1"
"Matthew Leon","1"
"Nathaniel Smith","1"
"Alyssa Huang","1"
"Stephanie Middleton","1"
"Brenda Copeland","1"
"Julie Knox","1"
"Peter Hill","1"
"Stacey Sandoval","1"
"Toni Davis","1"
"Dr. Alexandria Griffith","1"
"Christine Mclaughlin","1"
"Kent Clark","1"
"John Shaffer","1"
"Eric Edwards","1"
"Terrence May","1"
"Jo Taylor","1"
"Rebecca Roberts","1"
"Darrell Frye","1"
"Cheryl Pennington","1"
"Randy Pierce","1"
"Marcus Cole","1"
"Barbara Yoder","1"
"Glenda Stephens","1"
"Sarah Hanson","1"
"Richard Booker","1"
"Samantha Mclean","1"
"Alexis Garrison","1"
"Kara Rice","1"
"Adam Page","1"
"Alexandra Ramos","1"
"Pamela Mata","1"
"John Moss","1"
"Tamara Gibson","1"
"Bianca Buchanan","1"
"Holly Patterson","1"
"Brenda Pearson","1"
"Angela Lara","1"
"Julie Medina","1"
"Richard Jennings","1"
"Jessica Hawkins","1"
"Tracy Bernard","1"
"Mr. William Harris DDS","1"
"Jeanette Whitaker","1"
"Diane Goodwin","1"
"Christopher Boyle","1"
"Casey Torres","1"
"Kenneth Melton","1"
"Sheila Vega","1"
"Sean Hensley","1"
"Amy Harris","1"
"Edgar Jones","1"
"Kristi Brown","1"
"Alex Davis","1"
"Taylor Sanders","1"
"Linda Grant","1"
"Lisa Carrillo","1"
"Tony Clark","1"
"Barbara Church","1"
"Chelsea Small","1"
"Joshua Mayer","1"
"Elizabeth Zuniga","1"
"Danny Benjamin DDS","1"
"Wayne Chapman","1"
"Melanie Robertson","1"
"Richard Simmons","1"
"Jose Herrera","1"
"Scott Huffman","1"
"Anna Rose","1"
"Steven Russell","1"
"Charles Clayton","1"
"Megan Bradley","1"
"Jeffery Christian","1"
"Anna Bradshaw","1"
"Amy Riggs","1"
"Veronica Mcintosh","1"
"Mark Fletcher","1"
"Craig Payne","1"
"Cathy West","1"
"Kim Holt","1"
"Andre Nicholson","1"
"Rose Malone","1"
"Bobby Lewis","1"
"Benjamin Miller III","1"
"Bruce Roberts","1"
"Heather Gomez","1"
"Wanda Flynn","1"
"Rachel Gibson","1"
"Desiree Dixon","1"
"Mark Glover","1"
"Ashley Adams","1"
"Justin Wilson","1"
"Jason Price","1"
"Tammy Green","1"
"Olivia Hudson","1"
"Brandon Hayes DVM","1"
"Ashley Ramos PhD","1"
"Victoria Reed","1"
"Shirley Williams","1"
"Brenda Knox","1"
"Timothy Andrews","1"
"Philip Johnson","1"
"Lauren Oconnor","1"
"Pamela Williamson","1"
"Erica Cooper","1"
"Nicholas Taylor","1"
"Ms. Cathy Hughes PhD","1"
"Tracy Sweeney","1"
"Nicole Obrien","1"
"Andrew Page","1"
"Johnny Bennett","1"
"Dylan Lara","1"
"Caleb Davis","1"
"Jacqueline Cunningham","1"
"Lydia Herring","1"
"Jimmy Hall","1"
"Kathryn Mckee","1"
"Mr. Luke Nunez Jr.","1"
"Dustin Johnson","1"
"John Blackwell","1"
"Catherine Kim","1"
"Brad Miranda","1"
"Brad Hernandez","1"
"Susan Jackson","1"
"Sue Cooper","1"
"Shelley Garrison","1"
"Mrs. Emily Buckley","1"
"Leslie Estrada","1"
"Fred Ritter","1"
"Lauren Lee","1"
"Scott Burns","1"
"Carolyn Lopez","1"
"Keith Rowe","1"
"Tony Gutierrez","1"
"Nancy Mitchell","1"
"Theresa Patel","1"
"Mary Bullock","1"
"Travis Craig","1"
"Paul Cross","1"
"Carol Reid","1"
"Phillip Reed Jr.","1"
"Brandon Moon","1"
"William Norton","1"
"Dana Harris","1"
"Sarah Keith","1"
"Jesse Nelson","1"
"Carla Davis","1"
"Christina Heath","1"
"Jackie Adams","1"
"Hunter Dillon","1"
"Tracy Ellison","1"
"Victoria Weaver","1"
"Sandra Moreno","1"
"Lawrence Crawford","1"
"Denise Osborne","1"
"Latasha Bell","1"
"Lindsay Franklin","1"
"Robert Barrera","1"
"Adrian Shannon","1"
"Tina Martinez","1"
"Jennifer Hardy","1"
"Christopher Yoder","1"
"Sharon Hurley","1"
"Jim Hamilton","1"
"Lisa Kelley","1"
"Patricia Rivas","1"
"Nathan Baldwin","1"
"Denise Wood","1"
"Joanne Nelson","1"
"Kevin Bishop","1"
"Jessica Reeves","1"
"Craig King","1"
"Jessica Chaney","1"
"Eric Scott DVM","1"
"Rebecca Nichols","1"
"Edwin Holmes","1"
"Nancy Tran","1"
"Edwin Barnett","1"
"Monica Baldwin","1"
"Diamond Reynolds","1"
"Gregory Oneill","1"
"Theresa Schneider","1"
"Donna Hill","1"
"Jamie Garcia MD","1"
"Stacy Newton","1"
"Allen Novak","1"
"Adam Fox","1"
"Ashley Foster","1"
"Mrs. Joy Howell","1"
"Taylor Mann","1"
"Christopher Saunders","1"
"Paul Wilson","1"
"Megan Martinez","1"
"Abigail Brown","1"
"Deanna Robertson","1"
"Diane Thomas","1"
"Chris Nelson","1"
"Adriana Gould","1"
"Erika Hall","1"
"Hunter Martinez","1"
"Mr. Tyrone Mendoza","1"
"Tammy Young","1"
"Norman Bishop","1"
"Troy Wilson","1"
"Timothy Rodgers","1"
"Nicholas Dean","1"
"Margaret Gonzalez","1"
"Virginia Pratt","1"
"Joel Lewis","1"
"Daniel Welch","1"
"Aaron Dennis","1"
"Tammy Villa","1"
"Debbie Peters","1"
"Kirsten Morse","1"
"Katherine Cole","1"
"Guy Schaefer","1"
"Cristian Flores","1"
"Elizabeth Patterson","1"
"Jackie Perez","1"
"Brenda Johnson","1"
"Cathy Fritz","1"
"Linda Walker","1"
"Lisa Kelly","1"
"Elizabeth Flowers","1"
"Nicholas Thompson","1"
"Allison Blankenship","1"
"Cassandra Parks","1"
"April Berger","1"
"Andre Villa","1"
"Mrs. Deborah Oconnell","1"
"Christine Stout","1"
"Samuel Porter","1"
"Becky Chapman","1"
"Meredith Clayton","1"
"Dr. Karen Reyes DDS","1"
"Barbara Lee","1"
"Karla Nelson","1"
"Connie Butler","1"
"Natalie Robbins","1"
"Justin Evans","1"
"Victoria Kelley","1"
"Sara Carroll","1"
"David Williams DVM","1"
"Tina Richmond MD","1"
"Kelly Perez","1"
"Bailey Bennett","1"
"Raymond Weiss","1"
"Samantha Snyder","1"
"Andrea Gaines","1"
"Emily Travis","1"
"Deanna Miller","1"
"Chad Long","1"
"Gabriel Lee","1"
"Amber Graham","1"
"Kristi Pacheco","1"
"Rhonda Blake","1"
"Christie Weaver","1"
"Kyle Herman","1"
"Diana Hartman","1"
"Robert Beck","1"
"Brandon Gray","1"
"Diana Garcia","1"
"Justin James","1"
"Lauren Vargas","1"
"Lisa Gill","1"
"David Wilkinson","1"
"Mary Duran","1"
"Robin Zimmerman","1"
"Ricky Kelly","1"
"Ann Smith","1"
"Larry Nguyen","1"
"Christopher Blevins","1"
"Benjamin Oneill","1"
"Patricia Lane","1"
"Juan Morse","1"
"Olivia Nelson","1"
"Stacy White","1"
"Nicole Acosta","1"
"Samantha Jordan","1"
"Edwin Salinas","1"
"Ricky Kim","1"
"Jeremy Gutierrez","1"
"Christopher Todd","1"
"Pedro Baker","1"
"David Mcclure","1"
"Ashley Henson","1"
"Jose Bowen","1"
"Sydney Chapman","1"
"Nancy Mcbride","1"
"John David","1"
"Nathan Adams","1"
"Randy Stephenson","1"
"Jose Kelly","1"
"Pamela Anderson","1"
"Richard Hayes","1"
"Kayla Thompson","1"
"Katherine Soto","1"
"Robert House","1"
"Jerry Young","1"
"Charles Liu","1"
"Darlene Rodriguez","1"
"Raymond Watson","1"
"Cesar Hernandez","1"
"Kimberly Glover","1"
"Kaitlyn Sandoval","1"
"Lindsey Robbins","1"
"Monique Wilson","1"
"Frank Farley","1"
"Sarah Richardson","1"
"Lisa Roth","1"
"Monica Mccarty","1"
"Patricia Barnes","1"
"Pamela Garcia","1"
"Dorothy Brown","1"
"Christopher Gilbert","1"
"Brittany Armstrong","1"
"Joseph Beard","1"
"Linda Hubbard","1"
"Lindsey Garcia","1"
"Brittany Henson","1"
"Anna Parsons","1"
"Rebecca Carlson","1"
"William Young","1"
"Kenneth Martinez","1"
"Deanna Clark","1"
"Elizabeth Owen","1"
"Anthony Webb","1"
"Brandy Douglas","1"
"John Barnes","1"
"Joseph Solomon","1"
"Renee Clark","1"
"Alicia Kramer","1"
"Louis Bell","1"
"Darryl Vasquez","1"
"Reginald Collins","1"
"Kimberly Banks","1"
"Lisa Mayo","1"
"Judith Luna","1"
"Virginia Berg","1"
"Kim Rogers","1"
"Tyler Campbell","1"
"Ronald Arnold","1"
"Megan Mckee","1"
"Zachary Fields","1"
"Chelsea Mays","1"
"Dr. Brenda Davis","1"
"Shaun Murray","1"
"Sean Hall","1"
"Connor Ross","1"
"Amy Nunez","1"
"Jennifer Johnson DDS","1"
"Kathleen Cannon","1"
"Michael Morales","1"
"Valerie Perkins","1"
"Stephen Chavez","1"
"Jasmin Higgins","1"
"Robert Ball","1"
"Donna Fowler","1"
"Ashlee Morris","1"
"Edwin Martinez","1"
"Mary Logan","1"
"Tiffany Werner","1"
"Megan Haas","1"
"Michael Nolan","1"
"Eric Shea","1"
"Victoria Vasquez DDS","1"
"Michael Doyle","1"
"Sean Fernandez","1"
"Christopher Mccarty","1"
"Mandy Green","1"
"Michael Schroeder","1"
"Caleb Valencia","1"
"Daniel Yates","1"
"Dillon Simmons","1"
"Laura Harrison","1"
"Nathan Bender","1"
"Jay Clay","1"
"Jennifer Brewer","1"
"Stephanie Ferguson","1"
"Stephanie Delacruz","1"
"Brianna Peterson","1"
"Brian Morse","1"
"Kristie Solis","1"
"Justin Nguyen","1"
"Michael Mayer","1"
"Allison Jenkins","1"
"Joshua Glenn","1"
"Tyler Jacobs","1"
"Felicia Chan","1"
"Kristina White","1"
"Angela James","1"
"Jeremiah Mejia","1"
"Andrea Stewart","1"
"Howard Obrien","1"
"Mary Stein","1"
"Sheila Brennan","1"
"Jason Hurley","1"
"Larry Andrews","1"
"Veronica Potts","1"
"Bonnie Fowler","1"
"Michael Valenzuela","1"
"Gail Lewis","1"
"Elizabeth Hicks","1"
"Ricardo Bishop","1"
"Stephanie Sandoval PhD","1"
"Derek Kim","1"
"Tiffany Mclaughlin","1"
"Sandra Buckley","1"
"Michelle Kaufman","1"
"Steven Dominguez","1"
"Marcia Drake","1"
"Mr. Maurice Jackson","1"
"Hailey Tran","1"
"James Castillo","1"
"Philip Williams","1"
"Linda Hoffman","1"
"Beverly Lewis","1"
"Victoria Miller","1"
"Charles Cain","1"
"David Ramos","1"
"Brent Baldwin","1"
"Mr. Duane White","1"
"Luis Wilson","1"
"Jorge Torres","1"
"William Hutchinson","1"
"Monica Mcknight","1"
"Jacqueline Lee","1"
"Rebecca Wu","1"
"Sandra Saunders","1"
"Amy Thomas","1"
"Adrienne Kelley","1"
"Bryan Scott","1"
"Heidi Murray","1"
"Bruce Pacheco","1"
"Fred Nguyen","1"
"Dakota Young","1"
"Samuel Atkinson","1"
"Joyce Mcgee","1"
"Jeffrey Velez","1"
"Kayla Russo","1"
"Yolanda Alvarez","1"
"Megan Ray","1"
"Cristian Hill","1"
"Mr. Benjamin West","1"
"Heidi Nguyen","1"
"Robert Simon","1"
"Jacob Skinner","1"
"Jerry Campbell","1"
"Julia Suarez","1"
"Michael Dennis","1"
"Debbie Lawrence","1"
"Karina Ramirez","1"
"Nicole Ball","1"
"Rhonda Roth","1"
"Luis Randolph","1"
"Jack Sanders","1"
"Dawn Mcintosh","1"
"Barry Valenzuela","1"
"Melissa Rogers","1"
"Margaret Jacobs","1"
"Gabrielle Sandoval","1"
"Catherine Montgomery","1"
"James Davies","1"
"Jerry Cook","1"
"Brianna Perez","1"
"William Ryan","1"
"Annette Espinoza","1"
"Marisa Harris","1"
"William Miller DDS","1"
"Sharon Tucker","1"
"Douglas Bailey","1"
"Pedro Bailey","1"
"Bradley Obrien","1"
"Adam Santiago","1"
"Jeffrey Rice","1"
"Emily Bridges","1"
"Johnathan Wells","1"
"Allison Brooks","1"
"Thomas Mcgee","1"
"Charles Howell","1"
"Kelly Simon","1"
"Danielle Hodge","1"
"Jennifer Hicks","1"
"Kelly Shelton","1"
"Maurice Blake Jr.","1"
"Stephanie Koch","1"
"Tamara Hill","1"
"George Stevenson","1"
"Meagan Wood","1"
"Jonathan Ramirez","1"
"Emily Cunningham","1"
"Nicholas Moon","1"
"Jessica Moyer","1"
"Allison Harper","1"
"Jonathon Miller","1"
"Gerald Jones","1"
"Jane Short","1"
"Sharon Stephens","1"
"Beverly Graham","1"
"John Vega","1"
"Jennifer Mathews","1"
"Vanessa Reed","1"
"Melanie Ortiz","1"
"Sarah Freeman","1"
"Ashley Morgan MD","1"
"Alan Fuller","1"
"Allison Hayes","1"
"Tammy Graham","1"
"Leslie Robinson","1"
"Tami Taylor","1"
"Miss Lauren Huff","1"
"Debra Holloway","1"
"Marvin Rogers","1"
"Tamara Cunningham","1"
"Eileen Williams","1"
"Dennis Fox","1"
"George Graham","1"
"Nicole Patel","1"
"Angela Carter","1"
"Eric Gonzalez","1"
"Anne Perry","1"
"Jenny Knight","1"
"Jacob Erickson","1"
"Shannon Willis","1"
"Susan Chapman","1"
"Glenda Norman","1"
"Douglas Huffman","1"
"Shirley Martinez","1"
"Jessica Marshall","1"
"Anna Cunningham","1"
"Bryan Owens","1"
"Kylie Smith DDS","1"
"Connor Price","1"
"Mr. Wyatt Hamilton","1"
"Karen Maldonado","1"
"Karen Christensen","1"
"Marcus Moss","1"
"Bryan Stevenson","1"
"Jared Sullivan DDS","1"
"Eric Watkins","1"
"Stephen Adkins","1"
"Beth Patterson","1"
"Meagan York","1"
"Edward Stephens","1"
"Michele Green","1"
"Jack Walker","1"
"Jonathan Robinson","1"
"Sergio Moody","1"
"Kaitlin Olson","1"
"Brad Crawford","1"
"Jonathan Holland","1"
"Jean Wilson","1"
"Cindy Barnes","1"
"Mark Golden","1"
"Marilyn Freeman","1"
"Roy Johnson DDS","1"
"Spencer Nelson","1"
"Christopher Khan","1"
"Daisy Proctor","1"
"Melissa Schultz","1"
"Mrs. Elizabeth Mccoy","1"
"Duane Weaver","1"
"Monica Jimenez","1"
"Jasmine Mason","1"
"Michele Young","1"
"Michael Atkinson","1"
"Joshua Mitchell","1"
"Devin Davis","1"
"Andre White","1"
"Kristy Fernandez","1"
"John Stewart","1"
"George Matthews","1"
"Darren Becker","1"
"Samantha Wagner","1"
"Jessica Leach","1"
"Kristina Cook","1"
"Janice Mcmahon","1"
"Sydney Reyes","1"
"Darryl Evans","1"
"Stanley Edwards","1"
"Cody Yoder","1"
"Rebecca George","1"
"Terry Brock","1"
"Melvin Peterson","1"
"Peter Graham","1"
"Jeffery Hill","1"
"Dean Calderon","1"
"Shelley Alexander","1"
"Tiffany Randolph","1"
"Erika Fuller","1"
"John Holt","1"
"Briana Johnson","1"
"Edward Stephenson","1"
"Sharon Ochoa","1"
"Bob Cooke","1"
"Andrew Green","1"
"Ann Strong","1"
"Amy Peterson","1"
"Brooke Hunt","1"
"William West","1"
"Tiffany Moss","1"
"Deborah Brown","1"
"Douglas Hudson","1"
"Brittany Spencer","1"
"Robert Reese","1"
"Danielle Glenn","1"
"Mrs. Alexa Boyd","1"
"Ms. Deborah Miller","1"
"Lisa Marquez","1"
"Melissa West","1"
"Melanie Smith DVM","1"
"Kristin Ray","1"
"Kathy Scott","1"
"William Rose","1"
"Beth Molina","1"
"Amy Murphy","1"
"Robert Hebert","1"
"Jose Thomas","1"
"Richard Hill","1"
"Darius Davis","1"
"Deanna Smith","1"
"Jacqueline Sanchez","1"
"Christopher Russell","1"
"Jesse Park","1"
"Steven Romero","1"
"Frank Combs","1"
"Patrick Ochoa","1"
"Nathaniel Higgins","1"
"Erin Ortega","1"
"Ricky Velasquez","1"
"Megan Lyons","1"
"Charles Hamilton","1"
"Joanna Blake","1"
"Tasha Ellis","1"
"Cheryl Watson","1"
"Willie Watson","1"
"William Arroyo","1"
"Richard Cortez","1"
"Joshua Gomez","1"
"Sara Reynolds","1"
"David Carroll","1"
"Erika Watson","1"
"Mrs. Linda Martinez","1"
"Victoria Mendez","1"
"Bianca Archer","1"
"James Richards","1"
"Rhonda Simon","1"
"Ricky Rowland","1"
"Heather Luna","1"
"Kim Burton","1"
"Tyler White","1"
"Robin Robinson","1"
"Thomas Hawkins","1"
"Mariah Wall","1"
"Abigail Mathis","1"
"Hannah Perry","1"
"Mr. Troy Matthews MD","1"
"Deborah Wright","1"
"Pamela Ferrell","1"
"Emily Walters","1"
"Carla Wagner","1"
"Alyssa Daugherty","1"
"Jeremiah Hughes","1"
"Charles Mathews","1"
"Rhonda Acosta","1"
"Kayla Manning","1"
"Robert Duarte","1"
